SAMPLE_ID,EVENT_ID,GRAPH_ID,OUTLET_ID,INPUT_START,FORECAST_TIME,TARGET_START,TARGET_END,HISTORY_HOURS,FORECAST_HOURS,TARGET_VARIABLE,TARGET_COVERAGE,SPLIT
S000025168,B019_F0026,B019,612E1060,2024-05-26 07:00:00,2024-05-27 06:00:00,2024-05-27 07:00:00,2024-05-27 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025169,B019_F0026,B019,612E1060,2024-05-26 08:00:00,2024-05-27 07:00:00,2024-05-27 08:00:00,2024-05-27 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025170,B019_F0026,B019,612E1060,2024-05-26 09:00:00,2024-05-27 08:00:00,2024-05-27 09:00:00,2024-05-27 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025171,B019_F0026,B019,612E1060,2024-05-26 10:00:00,2024-05-27 09:00:00,2024-05-27 10:00:00,2024-05-27 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025172,B019_F0026,B019,612E1060,2024-05-26 11:00:00,2024-05-27 10:00:00,2024-05-27 11:00:00,2024-05-27 16:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025173,B019_F0026,B019,612E1060,2024-05-26 12:00:00,2024-05-27 11:00:00,2024-05-27 12:00:00,2024-05-27 17:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025174,B019_F0026,B019,612E1060,2024-05-26 13:00:00,2024-05-27 12:00:00,2024-05-27 13:00:00,2024-05-27 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025175,B019_F0026,B019,612E1060,2024-05-26 14:00:00,2024-05-27 13:00:00,2024-05-27 14:00:00,2024-05-27 19:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025176,B019_F0026,B019,612E1060,2024-05-26 15:00:00,2024-05-27 14:00:00,2024-05-27 15:00:00,2024-05-27 20:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025177,B019_F0026,B019,612E1060,2024-05-26 16:00:00,2024-05-27 15:00:00,2024-05-27 16:00:00,2024-05-27 21:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025178,B019_F0026,B019,612E1060,2024-05-26 17:00:00,2024-05-27 16:00:00,2024-05-27 17:00:00,2024-05-27 22:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025179,B019_F0026,B019,612E1060,2024-05-26 18:00:00,2024-05-27 17:00:00,2024-05-27 18:00:00,2024-05-27 23:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025180,B019_F0026,B019,612E1060,2024-05-26 19:00:00,2024-05-27 18:00:00,2024-05-27 19:00:00,2024-05-28 00:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025181,B019_F0026,B019,612E1060,2024-05-26 20:00:00,2024-05-27 19:00:00,2024-05-27 20:00:00,2024-05-28 01:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025182,B019_F0026,B019,612E1060,2024-05-26 21:00:00,2024-05-27 20:00:00,2024-05-27 21:00:00,2024-05-28 02:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025183,B019_F0026,B019,612E1060,2024-05-26 22:00:00,2024-05-27 21:00:00,2024-05-27 22:00:00,2024-05-28 03:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025184,B019_F0026,B019,612E1060,2024-05-26 23:00:00,2024-05-27 22:00:00,2024-05-27 23:00:00,2024-05-28 04:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025185,B019_F0026,B019,612E1060,2024-05-27 00:00:00,2024-05-27 23:00:00,2024-05-28 00:00:00,2024-05-28 05:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025186,B019_F0026,B019,612E1060,2024-05-27 01:00:00,2024-05-28 00:00:00,2024-05-28 01:00:00,2024-05-28 06:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025187,B019_F0026,B019,612E1060,2024-05-27 02:00:00,2024-05-28 01:00:00,2024-05-28 02:00:00,2024-05-28 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025188,B019_F0026,B019,612E1060,2024-05-27 03:00:00,2024-05-28 02:00:00,2024-05-28 03:00:00,2024-05-28 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025189,B019_F0026,B019,612E1060,2024-05-27 04:00:00,2024-05-28 03:00:00,2024-05-28 04:00:00,2024-05-28 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025190,B019_F0026,B019,612E1060,2024-05-27 05:00:00,2024-05-28 04:00:00,2024-05-28 05:00:00,2024-05-28 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025191,B019_F0026,B019,612E1060,2024-05-27 06:00:00,2024-05-28 05:00:00,2024-05-28 06:00:00,2024-05-28 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025192,B019_F0026,B019,612E1060,2024-05-27 07:00:00,2024-05-28 06:00:00,2024-05-28 07:00:00,2024-05-28 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025193,B019_F0026,B019,612E1060,2024-05-27 08:00:00,2024-05-28 07:00:00,2024-05-28 08:00:00,2024-05-28 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025194,B019_F0026,B019,612E1060,2024-05-27 09:00:00,2024-05-28 08:00:00,2024-05-28 09:00:00,2024-05-28 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025195,B019_F0026,B019,612E1060,2024-05-27 10:00:00,2024-05-28 09:00:00,2024-05-28 10:00:00,2024-05-28 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025196,B019_F0026,B019,612E1060,2024-05-27 11:00:00,2024-05-28 10:00:00,2024-05-28 11:00:00,2024-05-28 16:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025197,B019_F0026,B019,612E1060,2024-05-27 12:00:00,2024-05-28 11:00:00,2024-05-28 12:00:00,2024-05-28 17:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025198,B019_F0026,B019,612E1060,2024-05-27 13:00:00,2024-05-28 12:00:00,2024-05-28 13:00:00,2024-05-28 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025199,B019_F0026,B019,612E1060,2024-05-27 14:00:00,2024-05-28 13:00:00,2024-05-28 14:00:00,2024-05-28 19:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025200,B019_F0026,B019,612E1060,2024-05-27 15:00:00,2024-05-28 14:00:00,2024-05-28 15:00:00,2024-05-28 20:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025201,B019_F0026,B019,612E1060,2024-05-27 16:00:00,2024-05-28 15:00:00,2024-05-28 16:00:00,2024-05-28 21:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025202,B019_F0026,B019,612E1060,2024-05-27 17:00:00,2024-05-28 16:00:00,2024-05-28 17:00:00,2024-05-28 22:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025203,B019_F0026,B019,612E1060,2024-05-27 18:00:00,2024-05-28 17:00:00,2024-05-28 18:00:00,2024-05-28 23:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025204,B019_F0026,B019,612E1060,2024-05-27 19:00:00,2024-05-28 18:00:00,2024-05-28 19:00:00,2024-05-29 00:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025205,B019_F0026,B019,612E1060,2024-05-27 20:00:00,2024-05-28 19:00:00,2024-05-28 20:00:00,2024-05-29 01:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025206,B019_F0026,B019,612E1060,2024-05-27 21:00:00,2024-05-28 20:00:00,2024-05-28 21:00:00,2024-05-29 02:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025207,B019_F0026,B019,612E1060,2024-05-27 22:00:00,2024-05-28 21:00:00,2024-05-28 22:00:00,2024-05-29 03:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025208,B019_F0026,B019,612E1060,2024-05-27 23:00:00,2024-05-28 22:00:00,2024-05-28 23:00:00,2024-05-29 04:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025209,B019_F0026,B019,612E1060,2024-05-28 00:00:00,2024-05-28 23:00:00,2024-05-29 00:00:00,2024-05-29 05:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025210,B019_F0026,B019,612E1060,2024-05-28 01:00:00,2024-05-29 00:00:00,2024-05-29 01:00:00,2024-05-29 06:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025211,B019_F0026,B019,612E1060,2024-05-28 02:00:00,2024-05-29 01:00:00,2024-05-29 02:00:00,2024-05-29 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025212,B019_F0026,B019,612E1060,2024-05-28 03:00:00,2024-05-29 02:00:00,2024-05-29 03:00:00,2024-05-29 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025213,B019_F0026,B019,612E1060,2024-05-28 04:00:00,2024-05-29 03:00:00,2024-05-29 04:00:00,2024-05-29 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025214,B019_F0026,B019,612E1060,2024-05-28 05:00:00,2024-05-29 04:00:00,2024-05-29 05:00:00,2024-05-29 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025215,B019_F0026,B019,612E1060,2024-05-28 06:00:00,2024-05-29 05:00:00,2024-05-29 06:00:00,2024-05-29 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025216,B019_F0026,B019,612E1060,2024-05-28 07:00:00,2024-05-29 06:00:00,2024-05-29 07:00:00,2024-05-29 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025217,B019_F0026,B019,612E1060,2024-05-28 08:00:00,2024-05-29 07:00:00,2024-05-29 08:00:00,2024-05-29 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025218,B019_F0026,B019,612E1060,2024-05-28 09:00:00,2024-05-29 08:00:00,2024-05-29 09:00:00,2024-05-29 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025219,B019_F0026,B019,612E1060,2024-05-28 10:00:00,2024-05-29 09:00:00,2024-05-29 10:00:00,2024-05-29 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025220,B019_F0026,B019,612E1060,2024-05-28 11:00:00,2024-05-29 10:00:00,2024-05-29 11:00:00,2024-05-29 16:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025221,B019_F0026,B019,612E1060,2024-05-28 12:00:00,2024-05-29 11:00:00,2024-05-29 12:00:00,2024-05-29 17:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025222,B019_F0026,B019,612E1060,2024-05-28 13:00:00,2024-05-29 12:00:00,2024-05-29 13:00:00,2024-05-29 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025223,B019_F0026,B019,612E1060,2024-05-28 14:00:00,2024-05-29 13:00:00,2024-05-29 14:00:00,2024-05-29 19:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025224,B026_F0004,B026,613E2680,2024-05-25 14:00:00,2024-05-26 13:00:00,2024-05-26 14:00:00,2024-05-26 19:00:00,24,6,FLOW,1,TRAIN
S000025225,B026_F0004,B026,613E2680,2024-05-25 15:00:00,2024-05-26 14:00:00,2024-05-26 15:00:00,2024-05-26 20:00:00,24,6,FLOW,1,TRAIN
S000025226,B026_F0004,B026,613E2680,2024-05-25 16:00:00,2024-05-26 15:00:00,2024-05-26 16:00:00,2024-05-26 21:00:00,24,6,FLOW,1,TRAIN
S000025227,B026_F0004,B026,613E2680,2024-05-25 17:00:00,2024-05-26 16:00:00,2024-05-26 17:00:00,2024-05-26 22:00:00,24,6,FLOW,1,TRAIN
S000025228,B026_F0004,B026,613E2680,2024-05-25 18:00:00,2024-05-26 17:00:00,2024-05-26 18:00:00,2024-05-26 23:00:00,24,6,FLOW,1,TRAIN
S000025229,B026_F0004,B026,613E2680,2024-05-25 19:00:00,2024-05-26 18:00:00,2024-05-26 19:00:00,2024-05-27 00:00:00,24,6,FLOW,1,TRAIN
S000025230,B026_F0004,B026,613E2680,2024-05-25 20:00:00,2024-05-26 19:00:00,2024-05-26 20:00:00,2024-05-27 01:00:00,24,6,FLOW,1,TRAIN
S000025231,B026_F0004,B026,613E2680,2024-05-25 21:00:00,2024-05-26 20:00:00,2024-05-26 21:00:00,2024-05-27 02:00:00,24,6,FLOW,1,TRAIN
S000025232,B026_F0004,B026,613E2680,2024-05-25 22:00:00,2024-05-26 21:00:00,2024-05-26 22:00:00,2024-05-27 03:00:00,24,6,FLOW,1,TRAIN
S000025233,B026_F0004,B026,613E2680,2024-05-25 23:00:00,2024-05-26 22:00:00,2024-05-26 23:00:00,2024-05-27 04:00:00,24,6,FLOW,1,TRAIN
S000025234,B026_F0004,B026,613E2680,2024-05-26 00:00:00,2024-05-26 23:00:00,2024-05-27 00:00:00,2024-05-27 05:00:00,24,6,FLOW,1,TRAIN
S000025235,B026_F0004,B026,613E2680,2024-05-26 01:00:00,2024-05-27 00:00:00,2024-05-27 01:00:00,2024-05-27 06:00:00,24,6,FLOW,1,TRAIN
S000025236,B026_F0004,B026,613E2680,2024-05-26 02:00:00,2024-05-27 01:00:00,2024-05-27 02:00:00,2024-05-27 07:00:00,24,6,FLOW,1,TRAIN
S000025237,B026_F0004,B026,613E2680,2024-05-26 03:00:00,2024-05-27 02:00:00,2024-05-27 03:00:00,2024-05-27 08:00:00,24,6,FLOW,1,TRAIN
S000025238,B026_F0004,B026,613E2680,2024-05-26 04:00:00,2024-05-27 03:00:00,2024-05-27 04:00:00,2024-05-27 09:00:00,24,6,FLOW,1,TRAIN
S000025239,B026_F0004,B026,613E2680,2024-05-26 05:00:00,2024-05-27 04:00:00,2024-05-27 05:00:00,2024-05-27 10:00:00,24,6,FLOW,1,TRAIN
S000025240,B026_F0004,B026,613E2680,2024-05-26 06:00:00,2024-05-27 05:00:00,2024-05-27 06:00:00,2024-05-27 11:00:00,24,6,FLOW,1,TRAIN
S000025241,B026_F0004,B026,613E2680,2024-05-26 07:00:00,2024-05-27 06:00:00,2024-05-27 07:00:00,2024-05-27 12:00:00,24,6,FLOW,1,TRAIN
S000025242,B026_F0004,B026,613E2680,2024-05-26 08:00:00,2024-05-27 07:00:00,2024-05-27 08:00:00,2024-05-27 13:00:00,24,6,FLOW,1,TRAIN
S000025243,B026_F0004,B026,613E2680,2024-05-26 09:00:00,2024-05-27 08:00:00,2024-05-27 09:00:00,2024-05-27 14:00:00,24,6,FLOW,1,TRAIN
S000025244,B026_F0004,B026,613E2680,2024-05-26 10:00:00,2024-05-27 09:00:00,2024-05-27 10:00:00,2024-05-27 15:00:00,24,6,FLOW,1,TRAIN
S000025245,B026_F0004,B026,613E2680,2024-05-26 11:00:00,2024-05-27 10:00:00,2024-05-27 11:00:00,2024-05-27 16:00:00,24,6,FLOW,1,TRAIN
S000025246,B026_F0004,B026,613E2680,2024-05-26 12:00:00,2024-05-27 11:00:00,2024-05-27 12:00:00,2024-05-27 17:00:00,24,6,FLOW,1,TRAIN
S000025247,B026_F0004,B026,613E2680,2024-05-26 13:00:00,2024-05-27 12:00:00,2024-05-27 13:00:00,2024-05-27 18:00:00,24,6,FLOW,1,TRAIN
S000025248,B026_F0004,B026,613E2680,2024-05-26 14:00:00,2024-05-27 13:00:00,2024-05-27 14:00:00,2024-05-27 19:00:00,24,6,FLOW,1,TRAIN
S000025249,B026_F0004,B026,613E2680,2024-05-26 15:00:00,2024-05-27 14:00:00,2024-05-27 15:00:00,2024-05-27 20:00:00,24,6,FLOW,1,TRAIN
S000025250,B026_F0004,B026,613E2680,2024-05-26 16:00:00,2024-05-27 15:00:00,2024-05-27 16:00:00,2024-05-27 21:00:00,24,6,FLOW,1,TRAIN
S000025251,B026_F0004,B026,613E2680,2024-05-26 17:00:00,2024-05-27 16:00:00,2024-05-27 17:00:00,2024-05-27 22:00:00,24,6,FLOW,1,TRAIN
S000025252,B026_F0004,B026,613E2680,2024-05-26 18:00:00,2024-05-27 17:00:00,2024-05-27 18:00:00,2024-05-27 23:00:00,24,6,FLOW,1,TRAIN
S000025253,B026_F0004,B026,613E2680,2024-05-26 19:00:00,2024-05-27 18:00:00,2024-05-27 19:00:00,2024-05-28 00:00:00,24,6,FLOW,1,TRAIN
S000025254,B026_F0004,B026,613E2680,2024-05-26 20:00:00,2024-05-27 19:00:00,2024-05-27 20:00:00,2024-05-28 01:00:00,24,6,FLOW,1,TRAIN
S000025255,B026_F0004,B026,613E2680,2024-05-26 21:00:00,2024-05-27 20:00:00,2024-05-27 21:00:00,2024-05-28 02:00:00,24,6,FLOW,1,TRAIN
S000025256,B026_F0004,B026,613E2680,2024-05-26 22:00:00,2024-05-27 21:00:00,2024-05-27 22:00:00,2024-05-28 03:00:00,24,6,FLOW,1,TRAIN
S000025257,B026_F0004,B026,613E2680,2024-05-26 23:00:00,2024-05-27 22:00:00,2024-05-27 23:00:00,2024-05-28 04:00:00,24,6,FLOW,1,TRAIN
S000025258,B026_F0004,B026,613E2680,2024-05-27 00:00:00,2024-05-27 23:00:00,2024-05-28 00:00:00,2024-05-28 05:00:00,24,6,FLOW,1,TRAIN
S000025259,B026_F0004,B026,613E2680,2024-05-27 01:00:00,2024-05-28 00:00:00,2024-05-28 01:00:00,2024-05-28 06:00:00,24,6,FLOW,1,TRAIN
S000025260,B026_F0004,B026,613E2680,2024-05-27 02:00:00,2024-05-28 01:00:00,2024-05-28 02:00:00,2024-05-28 07:00:00,24,6,FLOW,1,TRAIN
S000025261,B026_F0004,B026,613E2680,2024-05-27 03:00:00,2024-05-28 02:00:00,2024-05-28 03:00:00,2024-05-28 08:00:00,24,6,FLOW,1,TRAIN
S000025262,B026_F0004,B026,613E2680,2024-05-27 04:00:00,2024-05-28 03:00:00,2024-05-28 04:00:00,2024-05-28 09:00:00,24,6,FLOW,1,TRAIN
S000025263,B026_F0004,B026,613E2680,2024-05-27 05:00:00,2024-05-28 04:00:00,2024-05-28 05:00:00,2024-05-28 10:00:00,24,6,FLOW,1,TRAIN
S000025264,B026_F0004,B026,613E2680,2024-05-27 06:00:00,2024-05-28 05:00:00,2024-05-28 06:00:00,2024-05-28 11:00:00,24,6,FLOW,1,TRAIN
S000025265,B026_F0004,B026,613E2680,2024-05-27 07:00:00,2024-05-28 06:00:00,2024-05-28 07:00:00,2024-05-28 12:00:00,24,6,FLOW,1,TRAIN
S000025266,B026_F0004,B026,613E2680,2024-05-27 08:00:00,2024-05-28 07:00:00,2024-05-28 08:00:00,2024-05-28 13:00:00,24,6,FLOW,1,TRAIN
S000025267,B026_F0004,B026,613E2680,2024-05-27 09:00:00,2024-05-28 08:00:00,2024-05-28 09:00:00,2024-05-28 14:00:00,24,6,FLOW,1,TRAIN
S000025268,B026_F0004,B026,613E2680,2024-05-27 10:00:00,2024-05-28 09:00:00,2024-05-28 10:00:00,2024-05-28 15:00:00,24,6,FLOW,1,TRAIN
S000025269,B026_F0004,B026,613E2680,2024-05-27 11:00:00,2024-05-28 10:00:00,2024-05-28 11:00:00,2024-05-28 16:00:00,24,6,FLOW,1,TRAIN
S000025270,B026_F0004,B026,613E2680,2024-05-27 12:00:00,2024-05-28 11:00:00,2024-05-28 12:00:00,2024-05-28 17:00:00,24,6,FLOW,1,TRAIN
S000025271,B026_F0004,B026,613E2680,2024-05-27 13:00:00,2024-05-28 12:00:00,2024-05-28 13:00:00,2024-05-28 18:00:00,24,6,FLOW,1,TRAIN
S000025272,B026_F0004,B026,613E2680,2024-05-27 14:00:00,2024-05-28 13:00:00,2024-05-28 14:00:00,2024-05-28 19:00:00,24,6,FLOW,1,TRAIN
S000025273,B026_F0004,B026,613E2680,2024-05-27 15:00:00,2024-05-28 14:00:00,2024-05-28 15:00:00,2024-05-28 20:00:00,24,6,FLOW,1,TRAIN
S000025274,B026_F0004,B026,613E2680,2024-05-27 16:00:00,2024-05-28 15:00:00,2024-05-28 16:00:00,2024-05-28 21:00:00,24,6,FLOW,1,TRAIN
S000025275,B034_F0018,B034,61711890,2024-05-25 20:00:00,2024-05-26 19:00:00,2024-05-26 20:00:00,2024-05-27 01:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025276,B034_F0018,B034,61711890,2024-05-25 21:00:00,2024-05-26 20:00:00,2024-05-26 21:00:00,2024-05-27 02:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025277,B034_F0018,B034,61711890,2024-05-25 22:00:00,2024-05-26 21:00:00,2024-05-26 22:00:00,2024-05-27 03:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025278,B034_F0018,B034,61711890,2024-05-25 23:00:00,2024-05-26 22:00:00,2024-05-26 23:00:00,2024-05-27 04:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025279,B034_F0018,B034,61711890,2024-05-26 00:00:00,2024-05-26 23:00:00,2024-05-27 00:00:00,2024-05-27 05:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025280,B034_F0018,B034,61711890,2024-05-26 01:00:00,2024-05-27 00:00:00,2024-05-27 01:00:00,2024-05-27 06:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025281,B034_F0018,B034,61711890,2024-05-26 02:00:00,2024-05-27 01:00:00,2024-05-27 02:00:00,2024-05-27 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025282,B034_F0018,B034,61711890,2024-05-26 03:00:00,2024-05-27 02:00:00,2024-05-27 03:00:00,2024-05-27 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025283,B034_F0018,B034,61711890,2024-05-26 04:00:00,2024-05-27 03:00:00,2024-05-27 04:00:00,2024-05-27 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025284,B034_F0018,B034,61711890,2024-05-26 05:00:00,2024-05-27 04:00:00,2024-05-27 05:00:00,2024-05-27 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025285,B034_F0018,B034,61711890,2024-05-26 06:00:00,2024-05-27 05:00:00,2024-05-27 06:00:00,2024-05-27 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025286,B034_F0018,B034,61711890,2024-05-26 07:00:00,2024-05-27 06:00:00,2024-05-27 07:00:00,2024-05-27 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025287,B034_F0018,B034,61711890,2024-05-26 08:00:00,2024-05-27 07:00:00,2024-05-27 08:00:00,2024-05-27 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025288,B034_F0018,B034,61711890,2024-05-26 09:00:00,2024-05-27 08:00:00,2024-05-27 09:00:00,2024-05-27 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025289,B034_F0018,B034,61711890,2024-05-26 10:00:00,2024-05-27 09:00:00,2024-05-27 10:00:00,2024-05-27 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025290,B034_F0018,B034,61711890,2024-05-26 11:00:00,2024-05-27 10:00:00,2024-05-27 11:00:00,2024-05-27 16:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025291,B034_F0018,B034,61711890,2024-05-26 12:00:00,2024-05-27 11:00:00,2024-05-27 12:00:00,2024-05-27 17:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025292,B034_F0018,B034,61711890,2024-05-26 13:00:00,2024-05-27 12:00:00,2024-05-27 13:00:00,2024-05-27 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025293,B034_F0018,B034,61711890,2024-05-26 14:00:00,2024-05-27 13:00:00,2024-05-27 14:00:00,2024-05-27 19:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025294,B034_F0018,B034,61711890,2024-05-26 15:00:00,2024-05-27 14:00:00,2024-05-27 15:00:00,2024-05-27 20:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025295,B034_F0018,B034,61711890,2024-05-26 16:00:00,2024-05-27 15:00:00,2024-05-27 16:00:00,2024-05-27 21:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025296,B034_F0018,B034,61711890,2024-05-26 17:00:00,2024-05-27 16:00:00,2024-05-27 17:00:00,2024-05-27 22:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025297,B034_F0018,B034,61711890,2024-05-26 18:00:00,2024-05-27 17:00:00,2024-05-27 18:00:00,2024-05-27 23:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025298,B034_F0018,B034,61711890,2024-05-26 19:00:00,2024-05-27 18:00:00,2024-05-27 19:00:00,2024-05-28 00:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025299,B034_F0018,B034,61711890,2024-05-26 20:00:00,2024-05-27 19:00:00,2024-05-27 20:00:00,2024-05-28 01:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025300,B034_F0018,B034,61711890,2024-05-26 21:00:00,2024-05-27 20:00:00,2024-05-27 21:00:00,2024-05-28 02:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025301,B034_F0018,B034,61711890,2024-05-26 22:00:00,2024-05-27 21:00:00,2024-05-27 22:00:00,2024-05-28 03:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025302,B034_F0018,B034,61711890,2024-05-26 23:00:00,2024-05-27 22:00:00,2024-05-27 23:00:00,2024-05-28 04:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025303,B034_F0018,B034,61711890,2024-05-27 00:00:00,2024-05-27 23:00:00,2024-05-28 00:00:00,2024-05-28 05:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025304,B034_F0018,B034,61711890,2024-05-27 01:00:00,2024-05-28 00:00:00,2024-05-28 01:00:00,2024-05-28 06:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025305,B034_F0018,B034,61711890,2024-05-27 02:00:00,2024-05-28 01:00:00,2024-05-28 02:00:00,2024-05-28 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025306,B034_F0018,B034,61711890,2024-05-27 03:00:00,2024-05-28 02:00:00,2024-05-28 03:00:00,2024-05-28 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025307,B034_F0018,B034,61711890,2024-05-27 04:00:00,2024-05-28 03:00:00,2024-05-28 04:00:00,2024-05-28 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025308,B034_F0018,B034,61711890,2024-05-27 05:00:00,2024-05-28 04:00:00,2024-05-28 05:00:00,2024-05-28 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025309,B034_F0018,B034,61711890,2024-05-27 06:00:00,2024-05-28 05:00:00,2024-05-28 06:00:00,2024-05-28 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025310,B034_F0018,B034,61711890,2024-05-27 07:00:00,2024-05-28 06:00:00,2024-05-28 07:00:00,2024-05-28 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025311,B034_F0018,B034,61711890,2024-05-27 08:00:00,2024-05-28 07:00:00,2024-05-28 08:00:00,2024-05-28 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025312,B034_F0018,B034,61711890,2024-05-27 09:00:00,2024-05-28 08:00:00,2024-05-28 09:00:00,2024-05-28 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025313,B034_F0018,B034,61711890,2024-05-27 10:00:00,2024-05-28 09:00:00,2024-05-28 10:00:00,2024-05-28 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025314,B034_F0018,B034,61711890,2024-05-27 11:00:00,2024-05-28 10:00:00,2024-05-28 11:00:00,2024-05-28 16:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025315,B034_F0018,B034,61711890,2024-05-27 12:00:00,2024-05-28 11:00:00,2024-05-28 12:00:00,2024-05-28 17:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025316,B034_F0018,B034,61711890,2024-05-27 13:00:00,2024-05-28 12:00:00,2024-05-28 13:00:00,2024-05-28 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000025317,B034_F0018,B034,61711890,2024-05-27 14:00:00,2024-05-28 13:00:00,2024-05-28 14:00:00,2024-05-28 19:00:00,24,6,WATER_LEVEL,1,TRAIN
